scheme_id,field,old_value,new_value,reason,source_url,source_document,source_page,verification_status
SIH26092-049,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://zed.msme.gov.in/subsidy-on-cost-of-certification,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-050,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://www.dcmsme.gov.in/ebook/MSME%20booklet_English_7_Nov.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-050,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://www.dcmsme.gov.in/ebook/MSME%20booklet_English_7_Nov.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-050,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://www.dcmsme.gov.in/ebook/MSME%20booklet_English_7_Nov.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-050,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://www.dcmsme.gov.in/ebook/MSME%20booklet_English_7_Nov.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-051,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://ramp.msme.gov.in/ramp/pdf-documents/scheme-guidelines/CGTMSE_Scheme_Document_CGS_I_updated_as_on_Jan_01_2025.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-051,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://ramp.msme.gov.in/ramp/pdf-documents/scheme-guidelines/CGTMSE_Scheme_Document_CGS_I_updated_as_on_Jan_01_2025.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-051,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://ramp.msme.gov.in/ramp/pdf-documents/scheme-guidelines/CGTMSE_Scheme_Document_CGS_I_updated_as_on_Jan_01_2025.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-051,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://ramp.msme.gov.in/ramp/pdf-documents/scheme-guidelines/CGTMSE_Scheme_Document_CGS_I_updated_as_on_Jan_01_2025.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-001,new_unit_required,LEGACY_VALUE_OR_BLANK,TRUE,Authoritative current official source extracted and represented in master/rules.,https://pmegp.msme.gov.in/Home/Notifications,PMEGP Notifications,WEB,PARTIALLY_VERIFIED
SIH26092-005,collateral_required,LEGACY_VALUE_OR_BLANK,FALSE,Authoritative current official source extracted and represented in master/rules.,https://pmvishwakarma.gov.in/Home/FAQ,PM Vishwakarma FAQ,WEB,PARTIALLY_VERIFIED
SIH26092-015,core eligibility and finance fields,LEGACY_VALUE_OR_BLANK,VERIFIED_CURRENT_VALUES,Authoritative current official source extracted and represented in master/rules.,https://nbcfdc.gov.in/nbcfdc/web/individual-loan-scheme,NBCFDC Individual Loan Scheme,WEB,VERIFIED
SIH26092-052,record,NOT_PRESENT,NSFDC Micro Finance Scheme (MFS),Added only after extraction from current official NSFDC scheme and FAQ pages.,https://nsfdc.nic.in/index.php/scheme,NSFDC Loan/Credit Schemes; NSFDC FAQs,WEB,VERIFIED
SIH26092-053,record,NOT_PRESENT,NSFDC Term Loan,Added only after extraction from current official NSFDC scheme and FAQ pages.,https://nsfdc.nic.in/index.php/scheme,NSFDC Loan/Credit Schemes; NSFDC FAQs,WEB,VERIFIED
SIH26092-054,record,NOT_PRESENT,NSFDC Aajeevika Micro-Finance Yojana (AMY),Added only after extraction from current official NSFDC scheme and FAQ pages.,https://nsfdc.nic.in/index.php/scheme,NSFDC Loan/Credit Schemes; NSFDC FAQs,WEB,VERIFIED
SIH26092-055,record,NOT_PRESENT,NSFDC Udyam Nidhi Yojana (UNY),Added only after extraction from current official NSFDC scheme and FAQ pages.,https://nsfdc.nic.in/index.php/scheme,NSFDC Loan/Credit Schemes; NSFDC FAQs,WEB,VERIFIED
SIH26092-056,record,NOT_PRESENT,NSFDC Educational Loan Scheme (ELS),Added only after extraction from current official NSFDC scheme and FAQ pages.,https://nsfdc.nic.in/index.php/scheme,NSFDC Loan/Credit Schemes; NSFDC FAQs,WEB,VERIFIED
